Time,Voltage,Current,Temper
16:27:54.006,4032.0,443.0,236.0
16:28:14.223,4036.0,468.0,236.0
16:28:24.332,4033.0,462.0,236.0
16:28:34.442,4028.0,463.0,236.0
16:28:44.550,4034.0,441.0,236.0
16:28:54.659,4037.0,447.0,236.0
16:29:04.768,4033.0,459.0,236.0
16:29:14.877,4034.0,464.0,236.0
16:29:24.987,4035.0,446.0,236.0
16:29:35.096,4038.0,459.0,236.0
16:29:45.205,4035.0,463.0,236.0
16:29:55.314,4039.0,459.0,236.0
16:30:05.423,4039.0,443.0,236.0
16:30:15.533,4040.0,463.0,236.0
16:30:25.643,4038.0,459.0,236.0
16:30:35.751,4040.0,458.0,236.0
16:30:45.862,4041.0,459.0,236.0
16:30:55.965,3987.0,345.0,236.0
16:31:06.075,4026.0,439.0,236.0
16:31:16.183,4041.0,463.0,236.0
16:31:26.295,4042.0,447.0,236.0
16:31:36.404,4042.0,422.0,236.0
16:31:46.511,4042.0,459.0,236.0
16:32:06.729,4040.0,437.0,236.0
16:32:16.840,4042.0,463.0,236.0
16:32:26.948,4039.0,445.0,236.0
16:32:37.057,4044.0,458.0,237.0
16:32:47.167,4038.0,462.0,237.0
16:32:57.275,4044.0,459.0,237.0
16:33:07.385,4045.0,458.0,237.0
16:33:17.493,4045.0,463.0,237.0
16:33:27.605,4034.0,438.0,237.0
16:33:37.726,4024.0,145.0,237.0
16:33:47.834,4030.0,381.0,237.0
16:33:57.942,4037.0,439.0,237.0
16:34:08.050,4036.0,463.0,237.0
16:34:18.158,4046.0,456.0,237.0
16:34:28.269,4046.0,459.0,237.0
16:34:38.379,4043.0,458.0,237.0
16:34:48.489,4047.0,459.0,237.0
16:34:58.597,4048.0,399.0,237.0
16:35:08.705,4048.0,454.0,237.0
16:35:18.814,4048.0,445.0,237.0
16:35:28.923,4049.0,442.0,237.0
16:35:39.034,4049.0,459.0,237.0
16:35:49.142,4048.0,454.0,237.0
16:35:59.251,4046.0,434.0,237.0
16:36:09.359,4050.0,430.0,237.0
16:36:19.467,4050.0,449.0,237.0
16:36:29.572,4016.0,266.0,237.0
16:36:39.687,4014.0,291.0,238.0
16:36:49.793,4029.0,248.0,238.0
16:36:59.932,3982.0,7.0,239.0
16:37:10.026,3988.0,216.0,239.0
